video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames),participantID,subactivityID,attemptID,struggle_durations,total_struggle_duration,struggle_proportions
01_01_01,78.3,50,"[6.625, 9.618, 24.409, 25.77, 27.593, 30.674, 32.474, 33.626, 37.85, 41.121, 53.53, 54.93, 56.337, 57.825, 59.673, 63.665, 65.225, 68.177]","[331, 481, 1220, 1288, 1380, 1534, 1624, 1681, 1892, 2056, 2676, 2746, 2817, 2891, 2984, 3183, 3261, 3409]","[[6.06476, 10.89809], [24.16892, 42.88177], [52.855, 70.06927]]","[[303, 545], [1208, 2144], [2643, 3503]]",01,01,01,"[4.83333, 18.712850000000003, 17.214270000000006]",40.760450000000006,0.52
01_01_02,24.26,50,"[8.129, 8.944, 15.239, 16.045, 17.141, 20.432, 21.325, 19.849]","[406, 447, 762, 802, 857, 1022, 1066, 992]","[[8.097, 9.96059], [15.16892, 18.12726], [19.83559, 22.31476]]","[[405, 498], [758, 906], [992, 1116]]",01,01,02,"[1.8635900000000003, 2.9583399999999997, 2.47917]",7.3011,0.3
01_01_03,19.32,50,"[6.303, 7.194, 5.177]","[315, 360, 259]","[[5.14809, 8.18976]]","[[257, 409]]",01,01,03,[3.04167],3.04167,0.16
01_01_04,20.4,50,"[3.347, 4.145, 2.687, 6.024, 5.167, 10.002, 10.578, 9.319]","[167, 207, 134, 301, 258, 500, 529, 466]","[[2.60642, 7.00226], [9.25226, 11.58559]]","[[130, 350], [463, 579]]",01,01,04,"[4.39584, 2.33333]",6.72917,0.33
01_01_05,17.94,50,[],[],[],[],01,01,05,[],0.0,0.0
02_01_01,47.32,50,"[9.449, 10.073, 11.449, 13.131, 14.952, 15.954, 17.392, 18.56, 19.787, 20.706, 22.291, 31.025, 31.432, 32.337, 33.488, 34.944, 7.889]","[472, 504, 572, 657, 748, 798, 870, 928, 989, 1035, 1115, 1551, 1572, 1617, 1674, 1747, 394]","[[7.81476, 23.31476], [30.75, 36.02519]]","[[391, 1166], [1538, 1801]]",02,01,01,"[15.5, 5.275190000000002]",20.775190000000002,0.44
02_01_02,52.58,50,"[12.469, 13.546, 14.451, 15.205, 15.961, 16.757, 17.757, 33.16, 33.664, 34.648, 35.696, 36.912, 37.8, 39.288, 40.082, 41.113, 42.208, 43.256, 44.296, 45.456, 46.584, 47.976, 32.007]","[623, 677, 723, 760, 798, 838, 888, 1658, 1683, 1732, 1785, 1846, 1890, 1964, 2004, 2056, 2110, 2163, 2215, 2273, 2329, 2399, 1600]","[[32.016, 49.00339], [12.40964, 18.75339]]","[[1601, 2450], [620, 938]]",02,01,02,"[16.987390000000005, 6.34375]",23.331140000000005,0.44
02_01_03,38.56,50,"[16.672, 17.594, 18.64, 19.545, 20.547, 21.511, 22.428, 23.328, 15.462]","[834, 880, 932, 977, 1027, 1076, 1121, 1166, 773]","[[15.43976, 24.35642]]","[[772, 1218]]",02,01,03,[8.91666],8.91666,0.23
02_01_04,26.9,50,"[8.239, 8.832, 9.627, 10.569, 11.474, 7.181]","[412, 442, 481, 528, 574, 359]","[[7.14809, 12.48142]]","[[357, 624]]",02,01,04,[5.33333],5.33333,0.2
02_01_05,30.86,50,"[15.917, 16.823, 18.096, 14.581]","[796, 841, 905, 729]","[[14.54392, 19.10642]]","[[727, 955]]",02,01,05,[4.5625],4.5625,0.15
03_01_01,30.58,50,"[12.283, 13.459, 18.53, 19.101, 20.043, 10.96]","[614, 673, 926, 955, 1002, 548]","[[10.91892, 14.56476], [16.81476, 21.12726]]","[[546, 728], [841, 1056]]",03,01,01,"[3.6458399999999997, 4.3125]",7.95834,0.26
03_01_02,17.32,50,[],[],[],[],03,01,02,[],0.0,0.0
03_01_03,16.66,50,[],[],[],[],03,01,03,[],0.0,0.0
03_01_04,25.52,50,"[19.464, 20.705, 18.487, 21.996]","[973, 1035, 924, 1100]","[[18.43976, 22.98142]]","[[922, 1149]]",03,01,04,[4.54166],4.54166,0.18
03_01_05,13.4,50,[],[],[],[],03,01,05,[],0.0,0.0
04_01_01,181.18,50,"[11.417, 11.924, 13.395, 14.978, 16.042, 17.146, 18.276, 28.153, 29.96, 31.202, 32.094, 33.721, 34.91, 35.88, 36.983, 38.062, 39.495, 40.536, 41.704, 43.592, 45.27, 46.928, 48.105, 49.393, 50.433, 53.048, 56.849, 58.282, 59.223, 60.585, 62.065, 63.433, 65.808, 68.321, 69.136, 70.752, 72.688, 74.08, 75.822, 80.439, 80.758, 81.72, 83.489, 84.56, 85.569, 86.662, 88.394, 89.761, 90.776, 92.017, 93.159, 94.222, 95.321, 96.56, 97.873, 107.184, 108.512, 109.248, 110.376, 111.48, 112.498, 113.938, 117.569, 118.226, 118.944, 120.241, 121.648, 123.011, 125.063, 126.24, 127.466, 129.297, 130.625, 132.121, 133.458, 136.24, 137.48, 138.945, 140.855, 147.104, 147.905, 149.089, 150.192, 151.311, 154.065, 158.848, 159.131, 160.177, 161.632, 162.961, 164.137, 165.824, 166.959, 167.854, 169.263, 170.23, 171.198, 172.952, 173.914, 175.127, 178.608, 179.902]","[571, 596, 670, 749, 802, 857, 914, 1408, 1498, 1560, 1605, 1686, 1745, 1794, 1849, 1903, 1975, 2027, 2085, 2180, 2264, 2346, 2405, 2470, 2522, 2652, 2842, 2914, 2961, 3029, 3103, 3172, 3290, 3416, 3457, 3538, 3634, 3704, 3791, 4022, 4038, 4086, 4174, 4228, 4278, 4333, 4420, 4488, 4539, 4601, 4658, 4711, 4766, 4828, 4894, 5359, 5426, 5462, 5519, 5574, 5625, 5697, 5878, 5911, 5947, 6012, 6082, 6151, 6253, 6312, 6373, 6465, 6531, 6606, 6673, 6812, 6874, 6947, 7043, 7355, 7395, 7454, 7510, 7566, 7703, 7942, 7957, 8009, 8082, 8148, 8207, 8291, 8348, 8393, 8463, 8512, 8560, 8648, 8696, 8756, 8930, 8995]","[[11.192, 19.25542], [28.13177, 76.75677], [80.413, 98.94427], [107.1757, 141.76355], [147.01355, 181.01355]]","[[560, 963], [1407, 3838], [4021, 4947], [5359, 7088], [7351, 9051]]",04,01,01,"[8.06342, 48.625, 18.531270000000006, 34.58785, 34.0]",143.80754000000002,0.79
04_01_02,19.32,50,[],[],[],[],04,01,02,[],0.0,0.0
04_01_03,30.96,50,"[5.928, 7.431, 8.658, 9.628, 10.917, 12.212, 13.422, 15.293, 16.306, 17.158, 18.034, 19.188, 20.15, 21.284]","[296, 372, 433, 481, 546, 611, 671, 765, 815, 858, 902, 959, 1007, 1064]","[[5.91892, 22.29392]]","[[296, 1115]]",04,01,03,[16.375],16.375,0.53
04_01_04,21.04,50,"[5.559, 7.318, 8.191, 9.105, 10.272, 11.311, 12.448, 13.469, 14.654, 15.735, 16.933]","[278, 366, 410, 455, 514, 566, 622, 673, 733, 787, 847]","[[5.54392, 17.91892]]","[[277, 896]]",04,01,04,[12.375],12.375,0.59
04_01_05,17.18,50,"[6.222, 6.794, 7.822, 8.541, 9.158, 9.829, 10.91, 11.667]","[311, 340, 391, 427, 458, 491, 546, 583]","[[6.16892, 12.68976]]","[[308, 634]]",04,01,05,[6.52084],6.52084,0.38
05_01_01,128.42,50,"[22.053, 22.936, 23.841, 24.914, 26.632, 27.933, 29.304, 30.51, 31.597, 32.752, 34.152, 36, 37.849, 38.992, 40.039, 41.077, 42.152, 43.264, 44.52, 45.76, 46.966, 48.192, 50.493, 51.533, 52.262, 53.665, 55.873, 57.106, 58.312, 59.397, 61.546, 63.269, 64.781, 66.574, 68.007, 69.277, 70.76, 72.174, 73.687, 75.391, 77.358, 79.025, 80.839, 82.054, 83.456, 84.727, 85.808, 87.064, 88.673, 90.064, 91.199, 92.48, 94.361, 98.665, 98.953, 99.745, 101.392, 105.04, 105.592, 106.781, 108.199]","[1103, 1147, 1192, 1246, 1332, 1397, 1465, 1526, 1580, 1638, 1708, 1800, 1892, 1950, 2002, 2054, 2108, 2163, 2226, 2288, 2348, 2410, 2525, 2577, 2613, 2683, 2794, 2855, 2916, 2970, 3077, 3163, 3239, 3329, 3400, 3464, 3538, 3609, 3684, 3770, 3868, 3951, 4042, 4103, 4173, 4236, 4290, 4353, 4434, 4503, 4560, 4624, 4718, 4933, 4948, 4987, 5070, 5252, 5280, 5339, 5410]","[[22.00903, 109.34237]]","[[1100, 5467]]",05,01,01,[87.33334],87.33334,0.68
